open_time,open,high,low,close,volume
2025-01-02T09:00:00+00:00,57835.42,57852.79,57767.79,57785.38,158.5144
2025-01-02T10:00:00+00:00,57785.38,57914.71,57435.56,57498.19,93.8203
2025-01-02T11:00:00+00:00,57498.19,57700.70,57420.00,57647.63,114.6428
2025-01-02T12:00:00+00:00,57647.63,57683.34,57610.83,57611.07,55.3118
2025-01-02T13:00:00+00:00,57611.07,57625.28,57301.79,57348.19,118.2224
2025-01-02T14:00:00+00:00,57348.19,57523.29,57292.11,57503.87,38.5745
2025-01-02T15:00:00+00:00,57503.87,57569.29,57485.09,57511.30,107.3340
2025-01-02T16:00:00+00:00,57511.30,57698.02,57457.04,57629.01,100.5582
2025-01-02T17:00:00+00:00,57629.01,57750.91,57530.65,57665.74,120.0358
2025-01-02T18:00:00+00:00,57665.74,57745.37,57432.44,57434.81,94.6788
2025-01-02T19:00:00+00:00,57434.81,57516.03,57419.67,57446.43,95.7699
2025-01-02T20:00:00+00:00,57446.43,57451.49,57046.47,57167.43,116.3862
2025-01-02T21:00:00+00:00,57167.43,57175.24,57006.95,57056.62,98.4511
2025-01-02T22:00:00+00:00,57056.62,57257.86,56948.05,57155.30,208.8608
2025-01-02T23:00:00+00:00,57155.30,57240.38,57094.13,57224.93,127.7866
2025-01-03T00:00:00+00:00,57224.93,57246.62,56726.11,56729.35,119.4209
2025-01-03T01:00:00+00:00,56729.35,56894.72,56649.00,56860.88,61.5864
2025-01-03T02:00:00+00:00,56860.88,57030.68,56849.98,56984.29,95.1059
2025-01-03T03:00:00+00:00,56984.29,57171.04,56965.14,57124.08,108.1581
2025-01-03T04:00:00+00:00,57124.08,57419.24,57014.04,57382.69,136.1342
2025-01-03T05:00:00+00:00,57382.69,57490.50,57366.43,57469.87,120.5910
2025-01-03T06:00:00+00:00,57469.87,57511.56,57254.76,57307.50,75.3364
2025-01-03T07:00:00+00:00,57307.50,57351.69,57109.95,57146.83,112.0831
2025-01-03T08:00:00+00:00,57146.83,57151.10,57079.13,57112.81,59.6737
2025-01-03T09:00:00+00:00,57112.81,57409.39,56983.83,57340.49,211.1219
2025-01-03T10:00:00+00:00,57340.49,57591.45,57293.63,57459.48,125.8417
2025-01-03T11:00:00+00:00,57459.48,57460.34,57127.17,57166.69,165.5442
2025-01-03T12:00:00+00:00,57166.69,57218.38,57157.42,57197.38,35.7567
2025-01-03T13:00:00+00:00,57197.38,57304.88,56905.10,57032.62,113.1219
2025-01-03T14:00:00+00:00,57032.62,57123.06,56985.30,57097.93,160.0050
2025-01-03T15:00:00+00:00,57097.93,57390.02,57005.92,57304.70,77.3787
2025-01-03T16:00:00+00:00,57304.70,57391.36,57279.18,57360.62,107.2177
2025-01-03T17:00:00+00:00,57360.62,57641.46,57283.08,57601.85,112.1912
2025-01-03T18:00:00+00:00,57601.85,57802.61,57559.65,57661.19,130.1100
2025-01-03T19:00:00+00:00,57661.19,57745.14,57645.47,57736.90,123.8148
2025-01-03T20:00:00+00:00,57736.90,57801.69,57651.57,57786.19,216.7797
2025-01-03T21:00:00+00:00,57786.19,57814.79,57681.32,57695.34,167.9584
2025-01-03T22:00:00+00:00,57695.34,57845.25,57694.10,57768.02,169.6791
2025-01-03T23:00:00+00:00,57768.02,58162.95,57638.44,58050.70,81.5818
2025-01-04T00:00:00+00:00,58050.70,58179.00,57990.49,58106.39,140.9700
2025-01-04T01:00:00+00:00,58106.39,58201.57,57958.33,58001.67,133.0388
2025-01-04T02:00:00+00:00,58001.67,58035.29,57944.97,57972.73,27.6084
2025-01-04T03:00:00+00:00,57972.73,58024.82,57868.92,57869.66,142.7314
2025-01-04T04:00:00+00:00,57869.66,57892.83,57468.55,57587.85,167.3762
2025-01-04T05:00:00+00:00,57587.85,57809.25,57570.07,57721.47,182.7648
2025-01-04T06:00:00+00:00,57721.47,57900.09,57664.21,57897.46,138.8332
2025-01-04T07:00:00+00:00,57897.46,58072.61,57857.04,58036.22,158.7158
2025-01-04T08:00:00+00:00,58036.22,58101.86,57928.58,57986.46,117.3404
2025-01-04T09:00:00+00:00,57986.46,58077.34,57942.76,58069.02,106.8880
2025-01-04T10:00:00+00:00,58069.02,58141.58,58048.22,58121.09,207.1410
2025-01-04T11:00:00+00:00,58121.09,58349.83,58063.46,58243.16,50.5049
2025-01-04T12:00:00+00:00,58243.16,58394.09,57982.06,58053.81,148.6410
2025-01-04T13:00:00+00:00,58053.81,58061.36,57825.08,57851.22,149.6398
2025-01-04T14:00:00+00:00,57851.22,57927.16,57807.74,57885.08,101.6402
2025-01-04T15:00:00+00:00,57885.08,57962.61,57878.78,57959.45,175.6358
2025-01-04T16:00:00+00:00,57959.45,58036.67,57951.80,57982.95,125.2197
2025-01-04T17:00:00+00:00,57982.95,58166.35,57899.32,58163.76,92.7380
2025-01-04T18:00:00+00:00,58163.76,58457.65,57993.35,58428.09,80.9964
2025-01-04T19:00:00+00:00,58428.09,58472.29,58329.94,58419.81,97.7485
2025-01-04T20:00:00+00:00,58419.81,58429.05,58204.61,58303.08,140.9930
2025-01-04T21:00:00+00:00,58303.08,58428.27,58243.32,58262.49,120.6207
2025-01-04T22:00:00+00:00,58262.49,58478.20,58179.27,58468.58,114.3922
2025-01-04T23:00:00+00:00,58468.58,58550.12,58413.19,58473.76,72.3857
2025-01-05T00:00:00+00:00,58473.76,58547.15,58209.46,58351.60,52.7253
2025-01-05T01:00:00+00:00,58351.60,58397.17,58302.36,58308.32,147.3997
2025-01-05T02:00:00+00:00,58308.32,58593.31,58173.48,58516.66,213.8429
2025-01-05T03:00:00+00:00,58516.66,58864.15,58418.65,58848.87,126.0143
2025-01-05T04:00:00+00:00,58848.87,59036.85,58750.66,58985.36,141.1853
2025-01-05T05:00:00+00:00,58985.36,59042.56,58737.56,58831.38,111.1808
2025-01-05T06:00:00+00:00,58831.38,58851.49,58790.38,58812.46,150.0911
2025-01-05T07:00:00+00:00,58812.46,58981.85,58715.20,58980.32,222.8905
2025-01-05T08:00:00+00:00,58980.32,58997.09,58922.77,58959.43,102.1131
2025-01-05T09:00:00+00:00,58959.43,59083.22,58909.98,59024.80,137.2725
2025-01-05T10:00:00+00:00,59024.80,59069.24,58945.27,58950.33,103.7785
2025-01-05T11:00:00+00:00,58950.33,59026.64,58889.80,58990.64,100.2327
2025-01-05T12:00:00+00:00,58990.64,59085.60,58760.78,58914.08,171.9188
2025-01-05T13:00:00+00:00,58914.08,59008.87,58817.34,58976.11,77.3163
2025-01-05T14:00:00+00:00,58976.11,59057.34,58917.34,58938.27,175.2706
2025-01-05T15:00:00+00:00,58938.27,59245.51,58919.77,59140.96,74.1731
2025-01-05T16:00:00+00:00,59140.96,59188.39,58737.09,58892.04,117.9453
2025-01-05T17:00:00+00:00,58892.04,58987.79,58887.15,58896.17,114.3530
2025-01-05T18:00:00+00:00,58896.17,59012.64,58730.78,58773.36,23.9539
2025-01-05T19:00:00+00:00,58773.36,58796.62,58630.12,58727.01,135.8084
2025-01-05T20:00:00+00:00,58727.01,58910.07,58705.31,58892.78,124.8835
2025-01-05T21:00:00+00:00,58892.78,59119.12,58890.89,59108.81,152.2863
2025-01-05T22:00:00+00:00,59108.81,59116.04,58905.72,59043.65,85.8414
2025-01-05T23:00:00+00:00,59043.65,59272.39,59041.50,59224.97,75.6843
2025-01-06T00:00:00+00:00,59224.97,59478.31,59213.57,59349.95,187.9216
2025-01-06T01:00:00+00:00,59349.95,59483.58,59216.55,59381.09,140.0662
2025-01-06T02:00:00+00:00,59381.09,59800.85,59375.97,59727.84,133.0387
2025-01-06T03:00:00+00:00,59727.84,59763.14,59595.76,59647.82,99.9426
2025-01-06T04:00:00+00:00,59647.82,59737.42,59460.70,59488.36,106.2325
2025-01-06T05:00:00+00:00,59488.36,59497.43,59251.68,59283.77,117.8521
2025-01-06T06:00:00+00:00,59283.77,59406.23,59268.86,59325.36,89.2876
2025-01-06T07:00:00+00:00,59325.36,59351.20,58939.13,59028.45,118.8755
2025-01-06T08:00:00+00:00,59028.45,59056.23,58942.39,59000.09,126.5958
2025-01-06T09:00:00+00:00,59000.09,59225.69,58773.87,59186.67,116.6693
2025-01-06T10:00:00+00:00,59186.67,59289.96,58861.59,58886.81,114.3410
2025-01-06T11:00:00+00:00,58886.81,59197.25,58881.87,59133.98,158.6570
2025-01-06T12:00:00+00:00,59133.98,59194.63,58927.91,58934.30,140.2223
2025-01-06T13:00:00+00:00,58934.30,58996.50,58746.57,58796.87,92.8917
2025-01-06T14:00:00+00:00,58796.87,59176.15,58766.88,59030.32,83.9223
2025-01-06T15:00:00+00:00,59030.32,59103.06,58978.48,59004.07,135.2591
2025-01-06T16:00:00+00:00,59004.07,59058.78,58889.85,58927.39,155.2723
2025-01-06T17:00:00+00:00,58927.39,59053.09,58811.65,59035.85,125.8305
2025-01-06T18:00:00+00:00,59035.85,59061.81,58924.19,59034.54,172.4384
2025-01-06T19:00:00+00:00,59034.54,59467.46,59029.60,59392.46,42.5456
2025-01-06T20:00:00+00:00,59392.46,59415.24,59328.22,59381.36,72.6782
2025-01-06T21:00:00+00:00,59381.36,59816.05,59324.22,59662.66,134.5851
2025-01-06T22:00:00+00:00,59662.66,59832.55,59647.05,59708.22,125.2566
2025-01-06T23:00:00+00:00,59708.22,59793.72,59643.53,59721.47,85.2138
2025-01-07T00:00:00+00:00,59721.47,59770.79,59654.10,59742.65,104.2944
2025-01-07T01:00:00+00:00,59742.65,59768.53,59612.87,59669.19,87.2767
2025-01-07T02:00:00+00:00,59669.19,59909.38,59633.79,59861.65,157.3846
2025-01-07T03:00:00+00:00,59861.65,59915.77,59826.92,59834.30,62.9621
2025-01-07T04:00:00+00:00,59834.30,59863.77,59618.14,59724.10,127.2727
2025-01-07T05:00:00+00:00,59724.10,59982.44,59648.89,59911.90,142.4450
2025-01-07T06:00:00+00:00,59911.90,60082.23,59850.02,59997.98,131.4767
2025-01-07T07:00:00+00:00,59997.98,60084.94,59946.53,60009.02,112.1499
2025-01-07T08:00:00+00:00,60009.02,60195.36,59979.91,60113.54,155.7633
2025-01-07T09:00:00+00:00,60113.54,60202.89,59968.82,60157.71,131.1800
2025-01-07T10:00:00+00:00,60157.71,60237.93,59922.15,59936.34,151.7537
2025-01-07T11:00:00+00:00,59936.34,60023.60,59875.64,59939.14,103.9915
2025-01-07T12:00:00+00:00,59939.14,60020.55,59818.74,59853.72,45.7514
2025-01-07T13:00:00+00:00,59853.72,60258.00,59776.29,60173.43,159.2304
2025-01-07T14:00:00+00:00,60173.43,60199.37,59957.05,60031.41,24.4918
2025-01-07T15:00:00+00:00,60031.41,60218.00,60020.23,60163.52,49.0250
2025-01-07T16:00:00+00:00,60163.52,60385.41,60014.20,60368.78,161.9413
2025-01-07T17:00:00+00:00,60368.78,60607.28,60291.27,60568.43,129.6804
2025-01-07T18:00:00+00:00,60568.43,60645.79,60456.31,60595.15,208.2982
2025-01-07T19:00:00+00:00,60595.15,60944.57,60552.49,60858.33,47.1995
2025-01-07T20:00:00+00:00,60858.33,60938.01,60857.69,60919.11,118.9382
2025-01-07T21:00:00+00:00,60919.11,61153.73,60806.49,61086.17,135.8314
2025-01-07T22:00:00+00:00,61086.17,61360.38,61008.78,61336.23,113.4236
2025-01-07T23:00:00+00:00,61336.23,61377.11,61281.33,61343.54,212.1447
2025-01-08T00:00:00+00:00,61343.54,61448.28,61342.65,61394.80,119.1412
2025-01-08T01:00:00+00:00,61394.80,61452.42,60782.98,60794.36,155.3240
2025-01-08T02:00:00+00:00,60794.36,60912.79,60703.80,60866.74,112.7264
2025-01-08T03:00:00+00:00,60866.74,61065.50,60852.21,61051.69,110.1011
2025-01-08T04:00:00+00:00,61051.69,61326.01,61033.55,61182.68,107.8653
2025-01-08T05:00:00+00:00,61182.68,61285.89,61124.02,61209.45,154.9392
2025-01-08T06:00:00+00:00,61209.45,61319.66,61064.06,61111.85,151.5906
2025-01-08T07:00:00+00:00,61111.85,61266.70,61096.43,61264.11,108.6458
2025-01-08T08:00:00+00:00,61264.11,61265.44,61136.44,61141.23,94.8646
2025-01-08T09:00:00+00:00,61141.23,61153.75,60973.73,61000.73,108.6879
2025-01-08T10:00:00+00:00,61000.73,61071.14,60754.65,60821.57,93.0932
2025-01-08T11:00:00+00:00,60821.57,60887.44,60685.13,60874.16,70.3177
2025-01-08T12:00:00+00:00,60874.16,60917.14,60811.86,60911.79,97.4618
2025-01-08T13:00:00+00:00,60911.79,60956.94,60773.14,60882.70,140.6392
2025-01-08T14:00:00+00:00,60882.70,60915.63,60808.96,60847.55,132.5121
2025-01-08T15:00:00+00:00,60847.55,61043.22,60766.56,60944.19,114.0304
2025-01-08T16:00:00+00:00,60944.19,61053.01,60720.49,60832.85,22.7937
2025-01-08T17:00:00+00:00,60832.85,60845.26,60724.49,60750.86,128.7490
2025-01-08T18:00:00+00:00,60750.86,60823.78,60305.01,60418.37,95.7220
2025-01-08T19:00:00+00:00,60418.37,60503.23,60145.09,60192.09,188.3511
2025-01-08T20:00:00+00:00,60192.09,60491.90,60161.92,60432.52,168.0778
2025-01-08T21:00:00+00:00,60432.52,60453.72,60274.78,60281.31,75.7666
2025-01-08T22:00:00+00:00,60281.31,60321.51,60136.99,60188.88,92.1147
2025-01-08T23:00:00+00:00,60188.88,60245.72,60037.29,60045.77,107.4843
2025-01-09T00:00:00+00:00,60045.77,60092.21,59991.86,60067.78,97.6013
2025-01-09T01:00:00+00:00,60067.78,60221.63,59725.88,59840.40,138.9207
2025-01-09T02:00:00+00:00,59840.40,59991.91,59655.66,59689.28,182.1483
2025-01-09T03:00:00+00:00,59689.28,59762.53,59397.11,59421.85,116.1488
2025-01-09T04:00:00+00:00,59421.85,59491.08,59404.72,59460.89,77.2553
2025-01-09T05:00:00+00:00,59460.89,59637.23,59348.72,59512.83,83.0294
2025-01-09T06:00:00+00:00,59512.83,59715.50,59347.91,59653.40,126.0575
2025-01-09T07:00:00+00:00,59653.40,59757.16,59532.60,59563.09,144.8944
2025-01-09T08:00:00+00:00,59563.09,59751.81,59542.79,59690.87,68.3783
2025-01-09T09:00:00+00:00,59690.87,59696.20,59473.63,59512.82,155.5602
2025-01-09T10:00:00+00:00,59512.82,59578.92,59351.50,59392.04,114.4493
2025-01-09T11:00:00+00:00,59392.04,59407.00,59227.24,59316.81,145.5278
2025-01-09T12:00:00+00:00,59316.81,59436.90,59126.85,59364.95,113.2277
2025-01-09T13:00:00+00:00,59364.95,59442.83,59219.39,59409.10,141.4812
2025-01-09T14:00:00+00:00,59409.10,59518.35,59391.11,59430.05,54.2232
2025-01-09T15:00:00+00:00,59430.05,59516.19,59419.71,59457.70,152.0360
2025-01-09T16:00:00+00:00,59457.70,59513.09,59411.71,59454.17,130.5296
2025-01-09T17:00:00+00:00,59454.17,59525.12,59415.64,59467.35,106.8257
2025-01-09T18:00:00+00:00,59467.35,59613.65,59465.13,59592.09,169.8824
2025-01-09T19:00:00+00:00,59592.09,59618.68,59524.44,59543.56,123.4698
2025-01-09T20:00:00+00:00,59543.56,59917.52,59534.34,59913.32,164.3187
2025-01-09T21:00:00+00:00,59913.32,60018.11,59652.56,59655.03,133.7887
2025-01-09T22:00:00+00:00,59655.03,59734.31,59374.34,59384.02,135.8447
2025-01-09T23:00:00+00:00,59384.02,59387.56,59174.92,59272.91,79.3297
2025-01-10T00:00:00+00:00,59272.91,59279.81,59190.01,59262.67,73.1721
2025-01-10T01:00:00+00:00,59262.67,59278.59,59222.42,59233.87,131.1506
2025-01-10T02:00:00+00:00,59233.87,59283.51,59216.33,59283.49,32.9558
2025-01-10T03:00:00+00:00,59283.49,59534.60,59225.81,59413.57,141.8726
2025-01-10T04:00:00+00:00,59413.57,59433.36,59279.82,59361.54,130.1926
2025-01-10T05:00:00+00:00,59361.54,59369.09,59150.32,59180.12,64.3551
2025-01-10T06:00:00+00:00,59180.12,59376.54,59139.20,59303.95,87.9608
2025-01-10T07:00:00+00:00,59303.95,59514.21,59197.11,59233.62,84.8174
2025-01-10T08:00:00+00:00,59233.62,59549.82,59178.89,59512.36,93.3948
2025-01-10T09:00:00+00:00,59512.36,59828.94,59479.26,59814.96,66.5420
2025-01-10T10:00:00+00:00,59814.96,59861.32,59602.14,59673.54,105.7824
2025-01-10T11:00:00+00:00,59673.54,59751.52,59594.29,59722.22,149.2821
2025-01-10T12:00:00+00:00,59722.22,59814.95,59502.63,59518.56,130.4991
2025-01-10T13:00:00+00:00,59518.56,59822.26,59444.34,59720.90,152.5305
2025-01-10T14:00:00+00:00,59720.90,60035.69,59689.59,59983.73,153.6032
2025-01-10T15:00:00+00:00,59983.73,60079.48,59919.11,60041.86,137.1054
2025-01-10T16:00:00+00:00,60041.86,60176.69,60021.29,60049.00,89.0896
2025-01-10T17:00:00+00:00,60049.00,60095.36,59995.54,60077.01,102.8921
2025-01-10T18:00:00+00:00,60077.01,60141.20,59779.93,59877.08,153.5824
2025-01-10T19:00:00+00:00,59877.08,60017.15,59644.06,59733.89,60.1565
2025-01-10T20:00:00+00:00,59733.89,59802.13,59527.72,59554.59,163.7012
2025-01-10T21:00:00+00:00,59554.59,59562.92,59468.18,59506.78,112.2122
2025-01-10T22:00:00+00:00,59506.78,59538.21,59313.46,59442.42,107.5308
2025-01-10T23:00:00+00:00,59442.42,59711.81,59383.93,59573.01,71.0603
2025-01-11T00:00:00+00:00,59573.01,59628.06,59434.34,59494.96,149.1583
2025-01-11T01:00:00+00:00,59494.96,59776.42,59458.63,59675.44,93.3435
2025-01-11T02:00:00+00:00,59675.44,59747.38,59618.42,59676.27,156.0240
2025-01-11T03:00:00+00:00,59676.27,59688.18,59596.44,59682.76,117.1066
2025-01-11T04:00:00+00:00,59682.76,59715.38,59390.91,59447.92,51.9065
2025-01-11T05:00:00+00:00,59447.92,59581.94,59386.58,59514.88,136.4306
2025-01-11T06:00:00+00:00,59514.88,59611.15,59197.70,59301.78,119.4036
2025-01-11T07:00:00+00:00,59301.78,59402.24,59247.28,59392.73,104.6865
2025-01-11T08:00:00+00:00,59392.73,59421.32,59377.31,59379.27,36.1065
2025-01-11T09:00:00+00:00,59379.27,59481.48,59174.29,59200.27,123.3980
2025-01-11T10:00:00+00:00,59200.27,59271.98,58965.63,58994.68,134.5033
2025-01-11T11:00:00+00:00,58994.68,59142.95,58947.55,59104.49,54.9561
2025-01-11T12:00:00+00:00,59104.49,59208.83,58969.65,58993.82,195.4411
2025-01-11T13:00:00+00:00,58993.82,59028.34,58846.48,58890.09,170.3263
2025-01-11T14:00:00+00:00,58890.09,59095.42,58885.32,59051.47,224.2450
2025-01-11T15:00:00+00:00,59051.47,59063.29,58777.35,58816.14,101.4048
2025-01-11T16:00:00+00:00,58816.14,58849.95,58652.08,58734.47,153.4415
2025-01-11T17:00:00+00:00,58734.47,58796.31,58617.48,58706.79,170.5497
2025-01-11T18:00:00+00:00,58706.79,58826.78,58546.92,58679.69,144.7593
2025-01-11T19:00:00+00:00,58679.69,58885.10,58573.09,58868.72,112.7876
2025-01-11T20:00:00+00:00,58868.72,59008.40,58732.98,58975.63,103.4641
2025-01-11T21:00:00+00:00,58975.63,59043.64,58914.48,58962.71,148.0135
2025-01-11T22:00:00+00:00,58962.71,59109.43,58918.09,59058.94,135.1541
2025-01-11T23:00:00+00:00,59058.94,59177.26,58700.62,58725.02,167.1637
2025-01-12T00:00:00+00:00,58725.02,58895.35,58445.50,58556.20,54.1475
2025-01-12T01:00:00+00:00,58556.20,58605.93,58528.87,58553.95,175.2231
2025-01-12T02:00:00+00:00,58553.95,58587.01,58331.14,58408.66,134.6939
2025-01-12T03:00:00+00:00,58408.66,58422.57,58282.57,58367.96,138.3480
2025-01-12T04:00:00+00:00,58367.96,58448.38,58226.79,58297.38,112.2145
2025-01-12T05:00:00+00:00,58297.38,58332.94,58180.18,58267.77,176.9544
2025-01-12T06:00:00+00:00,58267.77,58293.68,58232.91,58283.78,61.5382
2025-01-12T07:00:00+00:00,58283.78,58291.49,58159.82,58223.35,167.7033
2025-01-12T08:00:00+00:00,58223.35,58350.02,58160.60,58183.83,118.2124
2025-01-12T09:00:00+00:00,58183.83,58476.19,58107.84,58342.70,91.5225
2025-01-12T10:00:00+00:00,58342.70,58393.19,58131.31,58173.21,122.0789
2025-01-12T11:00:00+00:00,58173.21,58235.46,58129.03,58235.40,125.0462
2025-01-12T12:00:00+00:00,58235.40,58573.33,58159.32,58443.26,154.7424
2025-01-12T13:00:00+00:00,58443.26,58482.01,58306.65,58379.03,146.0836
2025-01-12T14:00:00+00:00,58379.03,58458.07,58138.15,58221.11,148.9908
2025-01-12T15:00:00+00:00,58221.11,58222.48,58000.75,58157.80,29.8881
2025-01-12T16:00:00+00:00,58157.80,58236.33,58060.14,58125.82,111.7295
2025-01-12T17:00:00+00:00,58125.82,58185.47,57682.67,57771.21,149.2875
2025-01-12T18:00:00+00:00,57771.21,58244.83,57764.06,58035.29,178.3429
2025-01-12T19:00:00+00:00,58035.29,58400.52,57886.75,58297.45,77.6482
2025-01-12T20:00:00+00:00,58297.45,58320.35,58223.33,58292.65,75.5367
2025-01-12T21:00:00+00:00,58292.65,58436.27,58081.75,58139.25,115.1166
2025-01-12T22:00:00+00:00,58139.25,58536.83,58067.90,58472.31,145.3398
2025-01-12T23:00:00+00:00,58472.31,58789.66,58446.56,58656.03,98.4204
2025-01-13T00:00:00+00:00,58656.03,58999.04,58631.11,58867.05,158.0741
2025-01-13T01:00:00+00:00,58867.05,58908.04,58633.22,58728.27,48.6115
2025-01-13T02:00:00+00:00,58728.27,59079.84,58650.67,59064.20,110.7607
2025-01-13T03:00:00+00:00,59064.20,59065.73,58870.07,59044.52,137.5619
2025-01-13T04:00:00+00:00,59044.52,59228.49,59027.30,59081.87,82.3292
2025-01-13T05:00:00+00:00,59081.87,59128.61,58876.56,58885.21,130.1166
2025-01-13T06:00:00+00:00,58885.21,59137.11,58782.84,59073.19,214.6510
2025-01-13T07:00:00+00:00,59073.19,59090.09,58994.00,59059.67,164.8991
2025-01-13T08:00:00+00:00,59059.67,59130.75,58925.98,59123.71,143.7919
2025-01-13T09:00:00+00:00,59123.71,59179.63,59039.59,59132.44,107.0830
2025-01-13T10:00:00+00:00,59132.44,59257.75,58940.90,58944.94,57.9940
2025-01-13T11:00:00+00:00,58944.94,58980.43,58840.39,58845.77,131.0477
2025-01-13T12:00:00+00:00,58845.77,59263.61,58845.06,59214.60,103.8902
2025-01-13T13:00:00+00:00,59214.60,59317.36,59177.08,59216.85,124.0579
2025-01-13T14:00:00+00:00,59216.85,59382.64,59199.11,59283.61,155.8281
2025-01-13T15:00:00+00:00,59283.61,59349.59,59251.75,59272.03,115.6418
2025-01-13T16:00:00+00:00,59272.03,59452.16,59260.39,59296.19,67.0985
2025-01-13T17:00:00+00:00,59296.19,59304.96,59147.90,59151.32,50.4592
2025-01-13T18:00:00+00:00,59151.32,59378.58,59086.22,59361.78,147.0613
2025-01-13T19:00:00+00:00,59361.78,59608.98,59332.13,59581.47,47.8391
2025-01-13T20:00:00+00:00,59581.47,59608.02,59370.30,59450.25,140.0469
2025-01-13T21:00:00+00:00,59450.25,59565.70,59317.23,59379.36,133.3007
2025-01-13T22:00:00+00:00,59379.36,59668.18,59294.45,59605.81,27.9448
2025-01-13T23:00:00+00:00,59605.81,59704.45,59137.73,59230.68,116.0091
2025-01-14T00:00:00+00:00,59230.68,59517.69,59182.92,59407.56,110.0240
2025-01-14T01:00:00+00:00,59407.56,59766.10,59398.84,59620.15,74.8203
2025-01-14T02:00:00+00:00,59620.15,59854.52,59569.76,59849.38,142.7257
2025-01-14T03:00:00+00:00,59849.38,60283.65,59757.00,60190.27,79.4284
2025-01-14T04:00:00+00:00,60190.27,60239.18,59918.21,59960.61,145.4953
2025-01-14T05:00:00+00:00,59960.61,60000.05,59660.60,59757.56,221.0203
2025-01-14T06:00:00+00:00,59757.56,59883.59,59397.50,59464.45,159.4276
2025-01-14T07:00:00+00:00,59464.45,59554.75,59281.88,59373.81,132.1569
2025-01-14T08:00:00+00:00,59373.81,59393.33,58933.07,59018.69,136.6088
2025-01-14T09:00:00+00:00,59018.69,59089.45,58910.51,58930.88,92.3871
2025-01-14T10:00:00+00:00,58930.88,59013.18,58862.70,58949.84,72.7394
2025-01-14T11:00:00+00:00,58949.84,58952.54,58806.54,58810.47,46.1633
2025-01-14T12:00:00+00:00,58810.47,58886.52,58489.78,58601.07,110.8788
2025-01-14T13:00:00+00:00,58601.07,58640.30,58455.98,58471.14,220.5274
2025-01-14T14:00:00+00:00,58471.14,58645.60,58405.27,58447.31,120.2352
2025-01-14T15:00:00+00:00,58447.31,58486.03,58360.93,58384.07,139.4171
2025-01-14T16:00:00+00:00,58384.07,58439.81,58331.72,58336.74,140.0285
2025-01-14T17:00:00+00:00,58336.74,58487.48,58278.03,58457.39,91.5138
2025-01-14T18:00:00+00:00,58457.39,58811.50,58411.53,58800.54,132.0186
2025-01-14T19:00:00+00:00,58800.54,58954.43,58746.65,58947.33,125.2729
